0	0.001	0
0.01	0.00101	6.8751E-5
0.02	0.00114	2.98199E-4
0.03	0.00144	7.05889E-4
0.04	0.00191	0.00125
0.05	0.00249	0.00186
0.06	0.00309	0.00242
0.07	0.00362	0.00284
0.08	0.004	0.00308
0.09	0.0042	0.00314
0.1	0.00424	0.00308
0.11	0.00416	0.00299
0.12	0.00407	0.00297
0.13	0.00406	0.00309
0.14	0.0042	0.0034
0.15	0.00451	0.00386
0.16	0.00497	0.0044
0.17	0.00551	0.00492
0.18	0.00603	0.00532
0.19	0.00645	0.00555
0.2	0.0067	0.00559
0.21	0.00677	0.00549
0.22	0.00669	0.00533
0.23	0.00653	0.00523
0.24	0.00641	0.00525
0.25	0.00639	0.00546
0.26	0.00654	0.00583
0.27	0.00686	0.0063
0.28	0.0073	0.00677
0.29	0.00779	0.00715
0.3	0.00822	0.00736
0.31	0.00851	0.00739
0.32	0.00863	0.00725
0.33	0.00857	0.00704
0.34	0.00839	0.00686
0.35	0.00817	0.00679
0.36	0.00803	0.0069
0.37	0.00802	0.00717
0.38	0.00818	0.00757
0.39	0.00851	0.008
0.4	0.00892	0.00835
0.41	0.00934	0.00855
0.42	0.00966	0.00856
0.43	0.00983	0.0084
0.44	0.00981	0.00814
0.45	0.00963	0.00789
0.46	0.00937	0.00773
0.47	0.00912	0.00773
0.48	0.00896	0.00792
0.49	0.00897	0.00824
0.5	0.00915	0.00867
0.51	0.00946	0.00932
0.52	0.00989	0.01029
0.53	0.0105	0.01162
0.54	0.01142	0.01324
0.55	0.01269	0.01498
0.56	0.01427	0.01664
0.57	0.016	0.01803
0.58	0.0177	0.01906
0.59	0.01918	0.01974
0.6	0.02034	0.02017
0.61	0.02113	0.02055
0.62	0.02164	0.02108
0.63	0.02201	0.02192
0.64	0.02245	0.02311
0.65	0.02313	0.02462
0.66	0.02414	0.0263
0.67	0.0255	0.02794
0.68	0.0271	0.02936
0.69	0.02879	0.03042
0.7	0.03037	0.03112
0.71	0.03167	0.03154
0.72	0.03262	0.03186
0.73	0.03322	0.03229
0.74	0.0336	0.03299
0.75	0.03392	0.03405
0.76	0.03439	0.03544
0.77	0.03515	0.03704
0.78	0.03626	0.03866
0.79	0.03768	0.04009
0.8	0.03929	0.04119
0.81	0.0409	0.04192
0.82	0.04233	0.04234
0.83	0.04344	0.04262
0.84	0.04418	0.04295
0.85	0.04462	0.04352
0.86	0.0449	0.04444
0.87	0.04521	0.04571
0.88	0.04574	0.04723
0.89	0.04658	0.04881
0.9	0.04778	0.05025
0.91	0.04925	0.05139
0.92	0.05084	0.05215
0.93	0.05234	0.05258
0.94	0.0536	0.05283
0.95	0.0545	0.05308
0.96	0.05506	0.05353
0.97	0.05536	0.05431
0.98	0.05558	0.05546
0.99	0.05591	0.05688
1	0.05651	0.05841
1.01	0.05745	0.05985
1.02	0.05873	0.06102
1.03	0.06022	0.06183
1.04	0.06175	0.06228
1.05	0.06312	0.0625
1.06	0.06418	0.06268
1.07	0.06489	0.06302
1.08	0.06527	0.06367
1.09	0.06546	0.06469
1.1	0.06566	0.06601
1.11	0.06604	0.06749
1.12	0.06673	0.06892
1.13	0.06777	0.07012
1.14	0.06911	0.07096
1.15	0.07059	0.07144
1.16	0.07202	0.07166
1.17	0.07323	0.07178
1.18	0.0741	0.07202
1.19	0.07462	0.07254
1.2	0.07485	0.07342
1.21	0.07498	0.07464
1.22	0.07518	0.07605
1.23	0.07563	0.07746
1.24	0.07642	0.07868
1.25	0.07755	0.07957
1.26	0.07892	0.08009
1.27	0.08036	0.0803
1.28	0.08167	0.08038
1.29	0.0827	0.08053
1.3	0.08337	0.08093
1.31	0.08371	0.08168
1.32	0.08383	0.08278
1.33	0.08392	0.08411
1.34	0.08416	0.0855
1.35	0.0847	0.08674
1.36	0.0856	0.08766
1.37	0.0868	0.08822
1.38	0.08818	0.08845
1.39	0.08954	0.0885
1.4	0.0907	0.08857
1.41	0.09154	0.08885
1.42	0.09202	0.08947
1.43	0.0922	0.09045
1.44	0.09224	0.0917
1.45	0.09232	0.09305
1.46	0.09263	0.09429
1.47	0.09328	0.09526
1.48	0.09427	0.09586
1.49	0.09552	0.09611
1.5	0.09687	0.09614
1.51	0.09813	0.09615
1.52	0.09912	0.09632
1.53	0.09977	0.09681
1.54	0.10006	0.09766
1.55	0.10012	0.09882
1.56	0.10011	0.10012
1.57	0.10023	0.10137
1.58	0.10062	0.10237
1.59	0.10137	0.10302
1.6	0.10244	0.1033
1.61	0.10372	0.10333
1.62	0.10501	0.10328
1.63	0.10613	0.10335
1.64	0.10695	0.10372
1.65	0.1074	0.10444
1.66	0.10753	0.1055
1.67	0.1075	0.10674
1.68	0.10747	0.10798
1.69	0.10765	0.10901
1.7	0.10815	0.1097
1.71	0.109	0.11003
1.72	0.11014	0.11006
1.73	0.1114	0.10997
1.74	0.1126	0.10995
1.75	0.11356	0.1102
1.76	0.11418	0.1108
1.77	0.11445	0.11175
1.78	0.11445	0.11292
1.79	0.11436	0.11414
1.8	0.11436	0.11519
1.81	0.11462	0.11593
1.82	0.11523	0.1163
1.83	0.11617	0.11635
1.84	0.11734	0.11623
1.85	0.11856	0.11614
1.86	0.11964	0.11627
1.87	0.12043	0.11675
1.88	0.12086	0.11758
1.89	0.12096	0.11868
1.9	0.12086	0.11987
1.91	0.12074	0.12094
1.92	0.1208	0.12172
1.93	0.12116	0.12214
1.94	0.12187	0.12222
1.95	0.12289	0.12208
1.96	0.12406	0.12193
1.97	0.12521	0.12195
1.98	0.12615	0.1223
1.99	0.12675	0.12302
2	0.12699	0.12403
2.01	0.12695	0.12518
2.02	0.12678	0.12626
2.03	0.12667	0.12708
2.04	0.12681	0.12755
2.05	0.12728	0.12766
2.06	0.12809	0.12752
2.07	0.12916	0.12732
2.08	0.13031	0.12725
2.09	0.13135	0.12748
2.1	0.13212	0.12807
2.11	0.13253	0.12899
2.12	0.1326	0.13009
2.13	0.13245	0.13116
2.14	0.13225	0.13203
2.15	0.13219	0.13255
2.16	0.13241	0.1327
2.17	0.133	0.13257
2.18	0.1339	0.13233
2.19	0.13498	0.13217
2.2	0.13607	0.13229
2.21	0.13698	0.13276
2.22	0.13757	0.13358
2.23	0.1378	0.13461
2.24	0.13773	0.13568
2.25	0.13749	0.13657
2.26	0.13729	0.13714
2.27	0.1373	0.13735
2.28	0.13764	0.13723
2.29	0.13833	0.13696
2.3	0.13929	0.13674
2.31	0.14037	0.13674
2.32	0.14137	0.13709
2.33	0.14212	0.1378
2.34	0.14252	0.13877
2.35	0.14258	0.13981
2.36	0.14238	0.14073
2.37	0.1421	0.14135
2.38	0.14193	0.14161
2.39	0.14204	0.14152
2.4	0.14249	0.14124
2.41	0.14328	0.14095
2.42	0.14428	0.14086
2.43	0.14531	0.14109
2.44	0.14619	0.14168
2.45	0.14677	0.14257
2.46	0.14699	0.14358
2.47	0.14689	0.14451
2.48	0.1466	0.14518
2.49	0.14631	0.14549
2.5	0.14621	0.14545
2.51	0.14642	0.14517
2.52	0.14699	0.14483
2.53	0.14785	0.14464
2.54	0.14885	0.14475
2.55	0.14981	0.14524
